,_id,FHRSID,ChangesByServerID,LocalAuthorityBusinessID,BusinessName,BusinessType,BusinessTypeID,AddressLine1,AddressLine2,AddressLine3,AddressLine4,PostCode,Phone,RatingValue,RatingKey,RatingDate,LocalAuthorityCode,LocalAuthorityName,LocalAuthorityWebSite,LocalAuthorityEmailAddress,scores,SchemeType,geocode,RightToReply,Distance,NewRatingPending,meta,links
18,63f661008bd0a86f8478251b,167247,0,PI/000011021,Mcdonalds,Restaurant/Cafe/Canteen,1,Mckinlay Way,Newhaven,East Sussex,,BN9 0FA,,5,fhrs_5_en-gb,2022-01-13T00:00:00,105,Lewes,http://www.lewes-eastbourne.gov.uk/,ehealth.ldc@lewes-eastbourne.gov.uk,"{'Hygiene': 0, 'Structural': 0, 'ConfidenceInManagement': 5}",FHRS,"{'longitude': Decimal128('0.0590599998831749'), 'latitude': Decimal128('50.795482635498')}",,4622.912186551266,False,"{'dataSource': None, 'extractDate': '0001-01-01T00:00:00', 'itemCount': 0, 'returncode': None, 'totalCount': 0, 'totalPages': 0, 'pageSize': 0, 'pageNumber': 0}","[{'rel': 'self', 'href': 'https://api.ratings.food.gov.uk/establishments/167247'}]"
19,63f661008bd0a86f84782521,167118,0,PI/000010788,Wesley Chinese Takeaway,Takeaway/sandwich shop,7844,1 Avis Parade Shops,Old Avis Road,Newhaven,,BN9 0PJ,,5,fhrs_5_en-gb,2022-03-10T00:00:00,105,Lewes,http://www.lewes-eastbourne.gov.uk/,ehealth.ldc@lewes-eastbourne.gov.uk,"{'Hygiene': 0, 'Structural': 5, 'ConfidenceInManagement': 5}",FHRS,"{'longitude': Decimal128('0.063187'), 'latitude': Decimal128('50.799881')}",,4622.918987827125,False,"{'dataSource': None, 'extractDate': '0001-01-01T00:00:00', 'itemCount': 0, 'returncode': None, 'totalCount': 0, 'totalPages': 0, 'pageSize': 0, 'pageNumber': 0}","[{'rel': 'self', 'href': 'https://api.ratings.food.gov.uk/establishments/167118'}]"
20,63f661008bd0a86f84782523,167782,0,PI/000012099,Newhaven Bowling Club,Pub/bar/nightclub,7843,Fort Road,Newhaven,East Sussex,,BN9 9EL,,5,fhrs_5_en-gb,2022-02-18T00:00:00,105,Lewes,http://www.lewes-eastbourne.gov.uk/,ehealth.ldc@lewes-eastbourne.gov.uk,"{'Hygiene': 0, 'Structural': 5, 'ConfidenceInManagement': 0}",FHRS,"{'longitude': Decimal128('0.051292'), 'latitude': Decimal128('50.787194')}",,4622.899155275609,False,"{'dataSource': None, 'extractDate': '0001-01-01T00:00:00', 'itemCount': 0, 'returncode': None, 'totalCount': 0, 'totalPages': 0, 'pageSize': 0, 'pageNumber': 0}","[{'rel': 'self', 'href': 'https://api.ratings.food.gov.uk/establishments/167782'}]"
21,63f661008bd0a86f84782526,167120,0,PI/000010790,Superfry Fish & Chips,Takeaway/sandwich shop,7844,3 Avis Parade Shops,Old Avis Road,Newhaven,,BN9 0PJ,,5,fhrs_5_en-gb,2022-01-06T00:00:00,105,Lewes,http://www.lewes-eastbourne.gov.uk/,ehealth.ldc@lewes-eastbourne.gov.uk,"{'Hygiene': 0, 'Structural': 0, 'ConfidenceInManagement': 0}",FHRS,"{'longitude': Decimal128('0.063187'), 'latitude': Decimal128('50.799881')}",,4622.918987827125,False,"{'dataSource': None, 'extractDate': '0001-01-01T00:00:00', 'itemCount': 0, 'returncode': None, 'totalCount': 0, 'totalPages': 0, 'pageSize': 0, 'pageNumber': 0}","[{'rel': 'self', 'href': 'https://api.ratings.food.gov.uk/establishments/167120'}]"
22,63f661008bd0a86f8478252e,167473,0,PI/000011504,The Engineer,Pub/bar/nightclub,7843,76 Railway Road,Newhaven,East Sussex,,BN9 0AY,,5,fhrs_5_en-gb,2022-02-10T00:00:00,105,Lewes,http://www.lewes-eastbourne.gov.uk/,ehealth.ldc@lewes-eastbourne.gov.uk,"{'Hygiene': 0, 'Structural': 0, 'ConfidenceInManagement': 0}",FHRS,"{'longitude': Decimal128('0.055993'), 'latitude': Decimal128('50.792786')}",,4622.927970810329,False,"{'dataSource': None, 'extractDate': '0001-01-01T00:00:00', 'itemCount': 0, 'returncode': None, 'totalCount': 0, 'totalPages': 0, 'pageSize': 0, 'pageNumber': 0}","[{'rel': 'self', 'href': 'https://api.ratings.food.gov.uk/establishments/167473'}]"
23,63f661008bd0a86f8478253d,167240,0,PI/000011011,Alba Catering,Restaurant/Cafe/Canteen,1,Unit 4,Drove Road,Newhaven,,BN9 0LA,,5,fhrs_5_en-gb,2020-02-06T00:00:00,105,Lewes,http://www.lewes-eastbourne.gov.uk/,ehealth.ldc@lewes-eastbourne.gov.uk,"{'Hygiene': 0, 'Structural': 0, 'ConfidenceInManagement': 0}",FHRS,"{'longitude': Decimal128('0.05777'), 'latitude': Decimal128('50.795462')}",,4622.959332919426,False,"{'dataSource': None, 'extractDate': '0001-01-01T00:00:00', 'itemCount': 0, 'returncode': None, 'totalCount': 0, 'totalPages': 0, 'pageSize': 0, 'pageNumber': 0}","[{'rel': 'self', 'href': 'https://api.ratings.food.gov.uk/establishments/167240'}]"
24,63f661008bd0a86f8478253f,167242,0,PI/000011016,Sainsbury's Supermarket,Retailers - supermarkets/hypermarkets,7840,The Drove,Newhaven,East Sussex,,BN9 0AG,,5,fhrs_5_en-gb,2022-01-15T00:00:00,105,Lewes,http://www.lewes-eastbourne.gov.uk/,ehealth.ldc@lewes-eastbourne.gov.uk,"{'Hygiene': 0, 'Structural': 5, 'ConfidenceInManagement': 0}",FHRS,"{'longitude': Decimal128('0.058678'), 'latitude': Decimal128('50.796409')}",,4622.960070383902,False,"{'dataSource': None, 'extractDate': '0001-01-01T00:00:00', 'itemCount': 0, 'returncode': None, 'totalCount': 0, 'totalPages': 0, 'pageSize': 0, 'pageNumber': 0}","[{'rel': 'self', 'href': 'https://api.ratings.food.gov.uk/establishments/167242'}]"
25,63f661008bd0a86f84782548,447428,0,PI/000061338,KFC,Takeaway/sandwich shop,7844,Unit 2 The Hub,3 Drove Road,Newhaven,,BN9 0AD,,5,fhrs_5_en-gb,2021-07-22T00:00:00,105,Lewes,http://www.lewes-eastbourne.gov.uk/,ehealth.ldc@lewes-eastbourne.gov.uk,"{'Hygiene': 0, 'Structural': 0, 'ConfidenceInManagement': 0}",FHRS,"{'longitude': Decimal128('0.056935'), 'latitude': Decimal128('50.794856')}",,4622.968291748106,False,"{'dataSource': None, 'extractDate': '0001-01-01T00:00:00', 'itemCount': 0, 'returncode': None, 'totalCount': 0, 'totalPages': 0, 'pageSize': 0, 'pageNumber': 0}","[{'rel': 'self', 'href': 'https://api.ratings.food.gov.uk/establishments/447428'}]"
26,63f661008bd0a86f8478254a,167785,0,PI/000012104,Pebbles Day Care,Restaurant/Cafe/Canteen,1,Church Hall,Sacred Heart Church,Fort Road,,BN9 9EJ,,5,fhrs_5_en-gb,2021-08-20T00:00:00,105,Lewes,http://www.lewes-eastbourne.gov.uk/,ehealth.ldc@lewes-eastbourne.gov.uk,"{'Hygiene': 0, 'Structural': 0, 'ConfidenceInManagement': 0}",FHRS,"{'longitude': Decimal128('0.051381'), 'latitude': Decimal128('50.789216')}",,4622.96938895291,False,"{'dataSource': None, 'extractDate': '0001-01-01T00:00:00', 'itemCount': 0, 'returncode': None, 'totalCount': 0, 'totalPages': 0, 'pageSize': 0, 'pageNumber': 0}","[{'rel': 'self', 'href': 'https://api.ratings.food.gov.uk/establishments/167785'}]"
27,63f661008bd0a86f8478254f,1052503,0,PI/000064529,Platinum Health & Fitness UK,Restaurant/Cafe/Canteen,1,Warehouse 5 And 8,Trafalgar House,Artex Avenue,,BN9 9DD,,5,fhrs_5_en-gb,2019-08-21T00:00:00,105,Lewes,http://www.lewes-eastbourne.gov.uk/,ehealth.ldc@lewes-eastbourne.gov.uk,"{'Hygiene': 0, 'Structural': 0, 'ConfidenceInManagement': 5}",FHRS,"{'longitude': Decimal128('0.0487749986350536'), 'latitude': Decimal128('50.7867240905762')}",,4622.975548645688,False,"{'dataSource': None, 'extractDate': '0001-01-01T00:00:00', 'itemCount': 0, 'returncode': None, 'totalCount': 0, 'totalPages': 0, 'pageSize': 0, 'pageNumber': 0}","[{'rel': 'self', 'href': 'https://api.ratings.food.gov.uk/establishments/1052503'}]"
28,63f661008bd0a86f84782569,1366996,0,PI/000067159,Siding Bistro Ltd,Restaurant/Cafe/Canteen,1,The Sidings,Railway Approach,Newhaven,,BN9 0DF,,5,fhrs_5_en-gb,2022-08-08T00:00:00,105,Lewes,http://www.lewes-eastbourne.gov.uk/,ehealth.ldc@lewes-eastbourne.gov.uk,"{'Hygiene': 0, 'Structural': 0, 'ConfidenceInManagement': 0}",FHRS,"{'longitude': Decimal128('0.0540272'), 'latitude': Decimal128('50.7933364')}",,4623.020987561248,False,"{'dataSource': None, 'extractDate': '0001-01-01T00:00:00', 'itemCount': 0, 'returncode': None, 'totalCount': 0, 'totalPages': 0, 'pageSize': 0, 'pageNumber': 0}","[{'rel': 'self', 'href': 'https://api.ratings.food.gov.uk/establishments/1366996'}]"
29,63f661008bd0a86f8478257b,845863,0,PI/000032455,SS Food and Wine,Retailers - other,4613,61 South Road,Newhaven,East Sussex,,BN9 9QH,,5,fhrs_5_en-gb,2022-02-08T00:00:00,105,Lewes,http://www.lewes-eastbourne.gov.uk/,ehealth.ldc@lewes-eastbourne.gov.uk,"{'Hygiene': 0, 'Structural': 5, 'ConfidenceInManagement': 5}",FHRS,"{'longitude': Decimal128('0.0512'), 'latitude': Decimal128('50.791908')}",,4623.074019525825,False,"{'dataSource': None, 'extractDate': '0001-01-01T00:00:00', 'itemCount': 0, 'returncode': None, 'totalCount': 0, 'totalPages': 0, 'pageSize': 0, 'pageNumber': 0}","[{'rel': 'self', 'href': 'https://api.ratings.food.gov.uk/establishments/845863'}]"
30,63f661008bd0a86f84782581,1285878,0,PI/000031800,Black Moon Distillery Ltd,Retailers - other,4613,Units G And H,Rich Industrial Estate,Avis Way,,BN9 0DU,,5,fhrs_5_en-gb,2022-03-08T00:00:00,105,Lewes,http://www.lewes-eastbourne.gov.uk/,ehealth.ldc@lewes-eastbourne.gov.uk,"{'Hygiene': 0, 'Structural': 0, 'ConfidenceInManagement': 5}",FHRS,"{'longitude': Decimal128('0.0587170012295246'), 'latitude': Decimal128('50.7999420166016')}",,4623.087153823398,False,"{'dataSource': None, 'extractDate': '0001-01-01T00:00:00', 'itemCount': 0, 'returncode': None, 'totalCount': 0, 'totalPages': 0, 'pageSize': 0, 'pageNumber': 0}","[{'rel': 'self', 'href': 'https://api.ratings.food.gov.uk/establishments/1285878'}]"
31,63f661008bd0a86f84782584,167081,0,PI/000010726,Susmans Best Beef Biltong Co,Manufacturers/packers,7839,Unit A,Rich Industrial Estate,Avis Way,,BN9 0DU,,5,fhrs_5_en-gb,2021-04-06T00:00:00,105,Lewes,http://www.lewes-eastbourne.gov.uk/,ehealth.ldc@lewes-eastbourne.gov.uk,"{'Hygiene': 0, 'Structural': 0, 'ConfidenceInManagement': 5}",FHRS,"{'longitude': Decimal128('0.058706'), 'latitude': Decimal128('50.799952')}",,4623.0879254497395,False,"{'dataSource': None, 'extractDate': '0001-01-01T00:00:00', 'itemCount': 0, 'returncode': None, 'totalCount': 0, 'totalPages': 0, 'pageSize': 0, 'pageNumber': 0}","[{'rel': 'self', 'href': 'https://api.ratings.food.gov.uk/establishments/167081'}]"
32,63f661008bd0a86f84782585,811091,0,PI/000063155,High Cliff Academy,School/college/university,7845,Southdown Road,Newhaven,East Sussex,,BN9 9FD,,5,fhrs_5_en-gb,2022-02-21T00:00:00,105,Lewes,http://www.lewes-eastbourne.gov.uk/,ehealth.ldc@lewes-eastbourne.gov.uk,"{'Hygiene': 0, 'Structural': 0, 'ConfidenceInManagement': 0}",FHRS,"{'longitude': Decimal128('0.0499950014054775'), 'latitude': Decimal128('50.7909393310547')}",,4623.083538133632,False,"{'dataSource': None, 'extractDate': '0001-01-01T00:00:00', 'itemCount': 0, 'returncode': None, 'totalCount': 0, 'totalPages': 0, 'pageSize': 0, 'pageNumber': 0}","[{'rel': 'self', 'href': 'https://api.ratings.food.gov.uk/establishments/811091'}]"
33,63f661008bd0a86f84782589,1242827,0,PI/000066437,Meridian Sunday Lunch Club,Restaurant/Cafe/Canteen,1,Newhaven Day Club,Riverside,Newhaven,,BN9 9BP,,5,fhrs_5_en-gb,2022-03-20T00:00:00,105,Lewes,http://www.lewes-eastbourne.gov.uk/,ehealth.ldc@lewes-eastbourne.gov.uk,"{'Hygiene': 0, 'Structural': 0, 'ConfidenceInManagement': 0}",FHRS,"{'longitude': Decimal128('0.051949'), 'latitude': Decimal128('50.793136')}",,4623.090869500173,False,"{'dataSource': None, 'extractDate': '0001-01-01T00:00:00', 'itemCount': 0, 'returncode': None, 'totalCount': 0, 'totalPages': 0, 'pageSize': 0, 'pageNumber': 0}","[{'rel': 'self', 'href': 'https://api.ratings.food.gov.uk/establishments/1242827'}]"
